23/05/19, 6,074, 6,082, 5,968, 5,977, 6,094,600, 
23/05/18, 6,048, 6,063, 5,998, 6,043, 8,556,600, 
23/05/17, 5,880, 5,966, 5,861, 5,925, 7,467,500, 
23/05/16, 5,825, 5,870, 5,796, 5,847, 6,054,900, 
23/05/15, 5,800, 5,808, 5,728, 5,800, 5,628,700, 
23/05/12, 5,688, 5,767, 5,652, 5,758, 7,818,600, 
23/05/11, 5,679, 5,722, 5,590, 5,631, 5,811,500, 
23/05/10, 5,780, 5,781, 5,657, 5,725, 8,949,800, 
23/05/09, 5,708, 5,755, 5,673, 5,730, 6,965,800, 
23/05/08, 5,730, 5,798, 5,712, 5,739, 8,361,200, 
23/05/02, 5,691, 5,711, 5,668, 5,693, 4,023,400, 
23/05/01, 5,788, 5,799, 5,656, 5,691, 5,363,400, 
23/04/28, 5,655, 5,721, 5,645, 5,721, 5,439,300, 
23/04/27, 5,594, 5,647, 5,577, 5,628, 4,188,300, 
23/04/26, 5,620, 5,642, 5,577, 5,618, 4,642,500, 
23/04/25, 5,590, 5,736, 5,566, 5,649, 7,607,900, 
23/04/24, 5,511, 5,604, 5,490, 5,591, 4,516,600, 
23/04/21, 5,531, 5,554, 5,506, 5,520, 3,606,000, 
23/04/20, 5,539, 5,539, 5,460, 5,516, 4,160,400, 
23/04/19, 5,541, 5,547, 5,511, 5,542, 4,440,400, 
23/04/18, 5,500, 5,560, 5,485, 5,560, 5,630,300, 
23/04/17, 5,499, 5,499, 5,423, 5,457, 3,467,500, 
23/04/14, 5,393, 5,480, 5,379, 5,467, 5,924,400, 
23/04/13, 5,431, 5,435, 5,376, 5,379, 4,182,700, 
23/04/12, 5,413, 5,488, 5,396, 5,466, 5,148,200, 
23/04/11, 5,505, 5,543, 5,407, 5,413, 9,397,600, 
23/04/10, 5,291, 5,410, 5,271, 5,406, 7,136,300, 
23/04/07, 5,325, 5,326, 5,187, 5,198, 4,302,700, 
23/04/06, 5,235, 5,297, 5,230, 5,250, 4,175,400, 
23/04/05, 5,363, 5,367, 5,241, 5,245, 6,830,300, 
23/04/04, 5,210, 5,414, 5,194, 5,412, 10,423,400, 
23/04/03, 5,209, 5,218, 5,150, 5,173, 4,140,400, 
23/03/31, 5,098, 5,141, 5,082, 5,131, 4,148,100, 
23/03/30, 5,100, 5,122, 5,066, 5,079, 3,668,500, 
23/03/29, 5,087, 5,181, 5,051, 5,179, 5,495,300, 
23/03/28, 5,115, 5,136, 5,074, 5,083, 3,167,800, 
23/03/27, 5,099, 5,131, 5,087, 5,095, 2,570,100, 
23/03/24, 5,079, 5,079, 5,031, 5,058, 3,528,800, 
23/03/23, 5,080, 5,088, 5,037, 5,076, 3,157,600, 
23/03/22, 5,041, 5,091, 5,011, 5,080, 4,871,800, 
23/03/20, 5,143, 5,146, 5,030, 5,033, 4,651,500, 
23/03/17, 5,122, 5,148, 5,093, 5,144, 4,791,900, 
23/03/16, 5,010, 5,087, 4,996, 5,075, 4,511,500, 
23/03/15, 5,034, 5,109, 5,034, 5,082, 4,393,600, 
23/03/14, 5,091, 5,091, 5,028, 5,065, 4,934,100, 
23/03/13, 5,112, 5,131, 5,097, 5,129, 3,586,700, 
23/03/10, 5,152, 5,181, 5,136, 5,148, 5,040,700, 
23/03/09, 5,160, 5,236, 5,159, 5,227, 4,169,600, 
23/03/08, 5,130, 5,183, 5,121, 5,158, 3,768,500, 
23/03/07, 5,182, 5,206, 5,167, 5,177, 3,147,900, 
23/03/06, 5,180, 5,215, 5,170, 5,178, 3,255,300, 
23/03/03, 5,101, 5,165, 5,093, 5,158, 4,696,500, 
23/03/02, 5,058, 5,141, 5,053, 5,136, 4,997,600, 
23/03/01, 5,097, 5,126, 5,041, 5,122, 6,107,900, 
23/02/28, 5,145, 5,187, 5,124, 5,124, 6,918,600, 
23/02/27, 5,200, 5,238, 5,183, 5,198, 4,848,800, 
23/02/24, 5,291, 5,313, 5,252, 5,297, 4,381,800, 
23/02/22, 5,389, 5,391, 5,312, 5,312, 4,503,200, 
23/02/21, 5,470, 5,480, 5,412, 5,412, 3,638,900, 
23/02/17, 5,488, 5,499, 5,425, 5,456, 4,440,300, 
23/02/16, 5,432, 5,499, 5,391, 5,498, 6,867,300, 
23/02/15, 5,370, 5,374, 5,305, 5,336, 4,432,200, 
23/02/14, 5,230, 5,339, 5,230, 5,328, 5,742,800, 
23/02/13, 5,246, 5,257, 5,212, 5,224, 7,001,000, 
23/02/10, 5,290, 5,379, 5,281, 5,307, 10,996,200, 
23/02/09, 5,192, 5,292, 5,171, 5,279, 14,233,000, 
23/02/08, 5,280, 5,298, 5,146, 5,201, 27,112,900, 
23/02/07, 5,590, 5,644, 5,567, 5,624, 4,215,900, 
23/02/06, 5,630, 5,647, 5,616, 5,621, 3,580,900, 
23/02/03, 5,608, 5,627, 5,573, 5,622, 3,281,200, 
23/02/02, 5,596, 5,616, 5,571, 5,582, 2,751,200, 
23/02/01, 5,590, 5,623, 5,580, 5,580, 2,409,900, 
23/01/31, 5,680, 5,689, 5,615, 5,625, 3,547,100, 
23/01/30, 5,595, 5,622, 5,567, 5,598, 3,956,900, 
23/01/27, 5,660, 5,669, 5,617, 5,630, 2,678,500, 
23/01/26, 5,602, 5,660, 5,602, 5,635, 3,524,000, 
23/01/25, 5,567, 5,591, 5,545, 5,574, 3,152,700, 
23/01/24, 5,578, 5,613, 5,555, 5,556, 3,889,900, 
23/01/23, 5,551, 5,573, 5,512, 5,535, 3,268,600, 
23/01/20, 5,522, 5,582, 5,495, 5,510, 3,791,600, 
23/01/19, 5,550, 5,556, 5,498, 5,535, 3,101,300, 
23/01/18, 5,520, 5,627, 5,493, 5,608, 5,079,100, 
23/01/17, 5,413, 5,496, 5,413, 5,490, 4,018,600, 
23/01/16, 5,385, 5,470, 5,361, 5,413, 4,215,300, 
23/01/13, 5,381, 5,473, 5,381, 5,397, 5,983,300, 
23/01/12, 5,469, 5,488, 5,436, 5,447, 7,380,700, 
23/01/11, 5,497, 5,548, 5,482, 5,547, 5,320,000, 
23/01/10, 5,483, 5,565, 5,470, 5,470, 5,620,700, 
23/01/05, 5,517, 5,603, 5,496, 5,530, 4,229,200, 
23/01/04, 5,444, 5,546, 5,405, 5,487, 5,632,900, 
22/12/30, 5,595, 5,627, 5,530, 5,532, 4,709,000, 
22/12/29, 5,610, 5,638, 5,601, 5,608, 3,244,800, 
22/12/28, 5,606, 5,620, 5,588, 5,620, 2,827,400, 
22/12/27, 5,649, 5,654, 5,593, 5,606, 2,227,000, 
22/12/26, 5,620, 5,648, 5,600, 5,617, 1,601,500, 
22/12/23, 5,601, 5,637, 5,587, 5,614, 3,057,200, 
22/12/22, 5,576, 5,649, 5,557, 5,629, 3,868,000, 
22/12/21, 5,519, 5,596, 5,509, 5,540, 8,805,100, 
22/12/20, 5,608, 5,627, 5,502, 5,541, 9,024,900, 
22/12/19, 5,600, 5,624, 5,566, 5,592, 5,775,200, 
22/12/16, 5,680, 5,699, 5,645, 5,645, 5,534,600, 
22/12/15, 5,701, 5,729, 5,683, 5,718, 3,459,600, 
22/12/14, 5,705, 5,749, 5,695, 5,749, 3,091,800, 
22/12/13, 5,690, 5,727, 5,675, 5,692, 3,191,500, 
22/12/12, 5,680, 5,705, 5,672, 5,684, 3,059,600, 
22/12/09, 5,771, 5,786, 5,716, 5,716, 4,525,700, 
22/12/08, 5,778, 5,789, 5,672, 5,706, 5,081,100, 
22/12/07, 5,726, 5,847, 5,687, 5,782, 7,701,200, 
22/12/06, 5,738, 5,788, 5,714, 5,763, 4,892,200, 
22/12/05, 5,700, 5,710, 5,657, 5,684, 5,004,400, 
22/12/02, 5,750, 5,757, 5,690, 5,726, 6,360,900, 
22/12/01, 5,911, 5,922, 5,805, 5,808, 6,006,600, 
22/11/30, 5,868, 5,933, 5,835, 5,894, 6,667,500, 
22/11/29, 5,875, 5,925, 5,854, 5,868, 4,146,600, 
22/11/28, 5,920, 5,927, 5,865, 5,906, 4,301,200, 
22/11/25, 5,999, 6,005, 5,936, 5,959, 4,488,500, 
22/11/24, 5,994, 6,048, 5,970, 5,976, 7,901,600, 
