23/05/19, 5,549, 5,637, 5,528, 5,535, 6,123,200, 
23/05/18, 5,464, 5,563, 5,463, 5,537, 6,141,200, 
23/05/17, 5,399, 5,438, 5,377, 5,415, 4,914,900, 
23/05/16, 5,400, 5,422, 5,372, 5,387, 4,932,200, 
23/05/15, 5,366, 5,426, 5,358, 5,387, 4,395,900, 
23/05/12, 5,350, 5,383, 5,302, 5,347, 6,237,500, 
23/05/11, 5,293, 5,354, 5,254, 5,350, 5,494,400, 
23/05/10, 5,360, 5,460, 5,294, 5,342, 14,650,300, 
23/05/09, 5,039, 5,150, 5,021, 5,150, 6,229,800, 
23/05/08, 5,038, 5,066, 5,027, 5,045, 4,234,000, 
23/05/02, 5,065, 5,070, 4,997, 5,032, 3,680,600, 
23/05/01, 5,070, 5,082, 5,042, 5,050, 3,409,800, 
23/04/28, 5,035, 5,042, 4,960, 5,018, 4,572,400, 
23/04/27, 4,958, 5,003, 4,941, 4,993, 3,967,300, 
23/04/26, 4,965, 4,982, 4,947, 4,974, 3,849,100, 
23/04/25, 5,009, 5,028, 4,982, 4,990, 3,773,400, 
23/04/24, 4,978, 4,995, 4,962, 4,972, 2,817,800, 
23/04/21, 4,970, 5,018, 4,962, 4,984, 3,588,900, 
23/04/20, 5,011, 5,015, 4,958, 4,992, 4,478,000, 
23/04/19, 5,040, 5,077, 5,018, 5,051, 3,936,900, 
23/04/18, 5,019, 5,057, 4,991, 5,025, 4,494,100, 
23/04/17, 5,043, 5,061, 5,002, 5,017, 4,856,500, 
23/04/14, 5,000, 5,062, 4,976, 5,038, 7,125,300, 
23/04/13, 4,964, 4,988, 4,910, 4,959, 4,898,500, 
23/04/12, 4,923, 4,984, 4,913, 4,961, 7,178,800, 
23/04/11, 4,778, 4,898, 4,771, 4,853, 7,179,300, 
23/04/10, 4,736, 4,758, 4,723, 4,754, 2,987,500, 
23/04/07, 4,680, 4,722, 4,669, 4,708, 2,808,800, 
23/04/06, 4,671, 4,726, 4,655, 4,688, 4,285,200, 
23/04/05, 4,749, 4,756, 4,702, 4,713, 4,278,600, 
23/04/04, 4,838, 4,875, 4,811, 4,819, 5,148,200, 
23/04/03, 4,787, 4,807, 4,745, 4,803, 5,425,000, 
23/03/31, 4,683, 4,775, 4,679, 4,751, 5,638,300, 
23/03/30, 4,650, 4,660, 4,616, 4,645, 3,620,600, 
23/03/29, 4,693, 4,714, 4,653, 4,714, 5,019,000, 
23/03/28, 4,668, 4,712, 4,650, 4,673, 3,699,700, 
23/03/27, 4,625, 4,647, 4,588, 4,636, 2,834,500, 
23/03/24, 4,590, 4,606, 4,574, 4,586, 3,599,400, 
23/03/23, 4,630, 4,656, 4,598, 4,633, 3,248,600, 
23/03/22, 4,684, 4,689, 4,657, 4,663, 4,164,500, 
23/03/20, 4,600, 4,665, 4,588, 4,598, 4,290,500, 
23/03/17, 4,620, 4,662, 4,601, 4,638, 6,521,800, 
23/03/16, 4,611, 4,666, 4,590, 4,595, 7,445,500, 
23/03/15, 4,808, 4,823, 4,748, 4,771, 5,329,700, 
23/03/14, 4,769, 4,773, 4,701, 4,738, 6,577,800, 
23/03/13, 4,923, 4,925, 4,840, 4,899, 5,982,600, 
23/03/10, 4,995, 5,049, 4,980, 4,991, 6,738,700, 
23/03/09, 5,090, 5,104, 5,070, 5,095, 3,853,100, 
23/03/08, 5,100, 5,125, 5,045, 5,066, 5,892,100, 
23/03/07, 5,041, 5,123, 5,021, 5,100, 7,040,200, 
23/03/06, 4,994, 5,035, 4,978, 5,030, 7,494,600, 
23/03/03, 4,837, 4,908, 4,830, 4,901, 6,907,400, 
23/03/02, 4,795, 4,865, 4,782, 4,787, 5,451,800, 
23/03/01, 4,680, 4,777, 4,677, 4,774, 5,779,400, 
23/02/28, 4,700, 4,708, 4,628, 4,629, 5,359,800, 
23/02/27, 4,676, 4,701, 4,647, 4,689, 3,668,900, 
23/02/24, 4,728, 4,729, 4,684, 4,709, 4,284,300, 
23/02/22, 4,750, 4,754, 4,698, 4,719, 4,300,400, 
23/02/21, 4,677, 4,786, 4,671, 4,756, 5,466,700, 
