23/05/19, 2,439.0, 2,444.0, 2,403.5, 2,409.0, 3,777,900, 
23/05/18, 2,427.0, 2,442.0, 2,411.0, 2,431.5, 5,092,300, 
23/05/17, 2,392.5, 2,401.0, 2,382.5, 2,394.0, 3,348,600, 
23/05/16, 2,400.0, 2,412.5, 2,381.0, 2,394.0, 5,954,600, 
23/05/15, 2,321.0, 2,379.5, 2,317.5, 2,379.5, 6,112,100, 
23/05/12, 2,293.5, 2,333.5, 2,293.5, 2,301.0, 5,886,400, 
23/05/11, 2,345.5, 2,355.5, 2,322.0, 2,343.5, 7,894,600, 
23/05/10, 2,328.5, 2,333.5, 2,313.0, 2,331.0, 3,933,400, 
23/05/09, 2,311.0, 2,330.0, 2,293.0, 2,328.5, 4,334,600, 
23/05/08, 2,317.0, 2,317.0, 2,281.5, 2,286.0, 4,449,300, 
23/05/02, 2,333.5, 2,336.5, 2,299.5, 2,307.0, 2,833,400, 
23/05/01, 2,335.0, 2,349.0, 2,316.0, 2,328.5, 3,457,200, 
23/04/28, 2,298.0, 2,302.5, 2,270.5, 2,300.0, 4,068,900, 
23/04/27, 2,241.0, 2,274.5, 2,237.0, 2,273.5, 3,251,000, 
23/04/26, 2,272.0, 2,274.0, 2,247.0, 2,261.5, 3,512,600, 
23/04/25, 2,290.0, 2,306.0, 2,285.5, 2,287.0, 2,690,400, 
23/04/24, 2,293.0, 2,294.5, 2,265.0, 2,281.5, 2,891,400, 
23/04/21, 2,301.0, 2,314.0, 2,286.0, 2,292.0, 2,859,200, 
23/04/20, 2,310.5, 2,322.5, 2,301.0, 2,316.0, 2,877,100, 
23/04/19, 2,311.5, 2,334.0, 2,309.0, 2,327.0, 3,320,600, 
23/04/18, 2,325.5, 2,327.0, 2,301.5, 2,308.5, 4,394,500, 
23/04/17, 2,288.0, 2,338.0, 2,285.0, 2,325.0, 6,492,900, 
23/04/14, 2,295.0, 2,296.0, 2,267.5, 2,270.0, 5,628,300, 
23/04/13, 2,243.0, 2,267.0, 2,231.0, 2,267.0, 4,742,500, 
23/04/12, 2,239.0, 2,250.0, 2,215.5, 2,243.5, 6,870,600, 
23/04/11, 2,188.0, 2,210.0, 2,180.0, 2,199.0, 3,482,800, 
